movieId, Title, Director, Budget, Cumulative, Runtime
1212,The Third Man,Carol Reed,0,1226098,93 min
1213,Goodfellas,Martin Scorsese,25000000,46800000,145 min
1214,Alien,Ridley Scott,11000000,104931801,117 min
1215,Army of Darkness,Sam Raimi,11000000,21502976,81 min
1216,The Big Blue,Luc Besson,14390509,0,168 min
1217,Ran,Akira Kurosawa,11500005,11859533,160 min
1218,The Killer,John Woo,0,2350174,111 min
1219,Psycho,Alfred Hitchcock,806947,50048065,109 min
1220,The Blues Brothers,John Landis,27000000,115229890,133 min
1221,The Godfather Part II,Francis Ford Coppola,13000000,102600000,202 min
1222,Full Metal Jacket,Stanley Kubrick,30000000,46357676,116 min
1223,Wallace & Gromit: A Grand Day Out,Nick Park,17300,40118,23 min
1224,Henry V,Kenneth Branagh,9000000,10161211,137 min
1225,Amadeus,Milos Forman,18000000,90007557,160 min
1226,The Quiet Man,John Ford,1750000,3800000,129 min
1227,Once Upon a Time in America,Sergio Leone,30000000,5500000,229 min
1228,Raging Bull,Martin Scorsese,18000000,23380203,129 min
1230,Annie Hall,Woody Allen,4000000,38288028,93 min
1231,The Right Stuff,Philip Kaufman,27000000,21500000,193 min
1232,Stalker,Andrei Tarkovsky,120000,0,162 min
1233,Das Boot,Wolfgang Petersen,14000000,85000000,149 min
1234,The Sting,George Roy Hill,5500000,159616327,129 min
1235,Harold and Maude,Hal Ashby,1200000,0,91 min
1236,Trust,Hal Hartley,700000,0,107 min
1237,The Seventh Seal,Ingmar Bergman,150000,311212,96 min
1238,Local Hero,Bill Forsyth,4200000,5900000,111 min
1240,The Terminator,James Cameron,6400000,78371200,107 min
1241,Dead Alive,Peter Jackson,3000000,242623,104 min
1242,Glory,Edward Zwick,18000000,26800000,122 min
1243,Rosencrantz & Guildenstern Are Dead,Tom Stoppard,0,0,117 min
1244,Manhattan,Woody Allen,9000000,40194067,96 min
1245,Miller's Crossing,"Joel Coen, Ethan Coen",14000000,5080409,115 min
1246,Dead Poets Society,Peter Weir,16400000,235900000,128 min
1247,The Graduate,Mike Nichols,3000000,104945305,106 min
1248,Touch of Evil,Orson Welles,829000,2247500,95 min
1249,La Femme Nikita,Luc Besson,8538703,5000000,117 min
1250,The Bridge on the River Kwai,David Lean,3000000,44908000,161 min
1251,8½,Federico Fellini,0,0,138 min
1252,Chinatown,Roman Polanski,6000000,30000000,130 min
1253,The Day the Earth Stood Still,Robert Wise,995000,1850000,92 min
1254,The Treasure of the Sierra Madre,John Huston,3800000,4307000,126 min
1255,Bad Taste,Peter Jackson,150000,0,91 min
1256,Duck Soup,Leo McCarey,0,0,69 min
1257,Better Off Dead,Savage Steve Holland,0,10297601,97 min
1258,The Shining,Stanley Kubrick,19000000,44781695,146 min
1259,Stand by Me,Rob Reiner,8000000,52300000,89 min
1260,M,Fritz Lang,0,35274,99 min
1261,Evil Dead II,Sam Raimi,3500000,10900000,84 min
1262,The Great Escape,John Sturges,4000000,11700000,172 min
1263,The Deer Hunter,Michael Cimino,15000000,49000000,183 min
1264,Diva,Jean-Jacques Beineix,0,0,117 min
1265,Groundhog Day,Harold Ramis,14600000,71108778,101 min
1266,Unforgiven,Clint Eastwood,14400000,159157447,130 min
1267,The Manchurian Candidate,John Frankenheimer,2200000,7700000,126 min
1268,Pump Up the Volume,Allan Moyle,0,11500000,102 min
1269,Arsenic and Old Lace,Frank Capra,1120175,0,118 min
1270,Back to the Future,Robert Zemeckis,19000000,381109762,116 min
1271,Fried Green Tomatoes,Jon Avnet,11000000,119400000,130 min
1272,Patton,Franklin J. Schaffner,12000000,89800000,172 min
1273,Down by Law,Jim Jarmusch,0,0,107 min
1274,Akira,Katsuhiro Ôtomo,5700000,49000000,124 min
1275,Highlander,Russell Mulcahy,19000000,12900000,116 min
1276,Cool Hand Luke,Stuart Rosenberg,3200000,16217773,127 min
1277,Cyrano de Bergerac,Jean-Paul Rappeneau,0,5822041,137 min
1278,Young Frankenstein,Mel Brooks,2800000,86273333,106 min
1279,Night on Earth,Jim Jarmusch,3500000,2015810,129 min
1280,Raise the Red Lantern,Yimou Zhang,1000000,16600000,125 min
1281,The Great Dictator,Charles Chaplin,2000000,11000000,125 min
1282,Fantasia,"James Algar, Samuel Armstrong, Ford Beebe Jr.",2280000,76411819,124 min
1283,High Noon,Fred Zinnemann,730000,8000000,85 min
1284,The Big Sleep,Howard Hawks,250000,10682000,114 min
1285,Heathers,Michael Lehmann,3000000,1166207,103 min
1286,Somewhere in Time,Jeannot Szwarc,5100000,0,103 min
1287,Ben-Hur,William Wyler,15000000,164000000,212 min
1288,This Is Spinal Tap,Rob Reiner,2500000,4737539,82 min
1289,Koyaanisqatsi,Godfrey Reggio,600000,3200000,86 min
1290,Some Kind of Wonderful,Howard Deutch,0,18553948,95 min
1291,Indiana Jones and the Last Crusade,Steven Spielberg,48000000,474171806,127 min
1292,Being There,Hal Ashby,0,30177511,130 min
1293,Gandhi,Richard Attenborough,22000000,77737889,191 min
1295,The Unbearable Lightness of Being,Philip Kaufman,17000000,10000000,171 min
1296,A Room with a View,James Ivory,3000000,20966644,117 min
1297,Real Genius,Martha Coolidge,8000000,12952019,108 min
1298,Pink Floyd: The Wall,Alan Parker,12000000,22244207,95 min
1299,The Killing Fields,Roland Joffé,14400000,34700291,141 min
1300,My Life as a Dog,Lasse Hallström,0,8300000,101 min
1301,Forbidden Planet,Fred M. Wilcox,1900000,3250000,98 min
32892,Ivan's Childhood,"Andrei Tarkovsky, Eduard Abalov",0,0,95 min
3223,A Zed & Two Noughts,Peter Greenaway,0,0,115 min
7564,Kwaidan,Masaki Kobayashi,0,0,183 min
70946,Troll 2,Claudio Fragasso,65000,0,95 min
26409,The Clonus Horror,Robert S. Fiveson,257000,0,90 min
160565,The Purge: Election Year,James DeMonaco,10000000,118587880,108 min
121097,To Grandmother's House We Go,Jeff Franklin,0,0,96 min
2068,Fanny and Alexander,Ingmar Bergman,6000000,6800000,188 min
84847,Emma,N/A,None,None,240 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,30000000,394436586,81 min
81132,Rubber,Quentin Dupieux,500000,98017,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",0,0,100 min
1,Toy Story,John Lasseter,30000000,394436586,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,None,None,81 min
81132,Rubber,Quentin Dupieux,None,None,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",None,None,100 min
1,Toy Story,John Lasseter,None,None,81 min
1,Toy Story,John Lasseter,30000000,394436586,81 min
81132,Rubber,Quentin Dupieux,500000,98017,82 min
26701,Patlabor: The Movie,"Mamoru Oshii, Kôji Sawai",0,0,100 min
1,Toy Story,John Lasseter,30000000,394436586,81 min
